"id","text_query","sql_query"
"11","Quelles villes présentent des incohérences de valeur pour le même champ SAFIR entre plusieurs documents ?","SELECT d.city_name AS 'Ville', er.safir_field_id AS 'Champ_SAFIR' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id GROUP BY d.city_name, er.safir_field_id HAVING COUNT(DISTINCT er.value) > 1;"
"13","Combien de feedbacks existent par document (y compris les documents sans feedback) et quel est le délai moyen (en jours) entre la création du résultat et le feedback ?","SELECT d.document_id AS Doc_ID, COUNT(f.feedback_id) AS Nb_Feedbacks, ROUND(AVG(julianday(f.created_at) - julianday(er.created_at)), 2) AS Délai_Moyen_Jours FROM documents d JOIN extraction_results er ON d.document_id = er.document_id LEFT JOIN resultfeedbacks f ON er.result_id = f.result_id GROUP BY d.document_id;"
"14","Quels documents contiennent dans leurs sections le mot clé \total"" ?","SELECT DISTINCT d.document_id AS 'Doc_ID' FROM documents d JOIN sections sec ON d.document_id = sec.document_id WHERE sec.section_value LIKE '%total%';"
"15","Pour chaque état, combien de résultats d'extraction existent et quelle est leur valeur moyenne ?","SELECT s.code AS 'Etat', COUNT(er.result_id) AS 'Nb_Resultats', ROUND(AVG(CAST(er.value AS REAL)), 2) AS 'Valeur_Moyenne' FROM extraction_results er JOIN states s ON er.state_id = s.state_id GROUP BY s.code;"
"16","Quel jeu de règles possède le plus grand nombre de règles de champ définies ?","SELECT rs.ruleset_id AS 'Jeu_Règles', COUNT(fr.extraction_rule_id) AS 'Nb_Règles_Champ' FROM rulesets rs JOIN field_rules fr ON rs.ruleset_id = fr.ruleset_id GROUP BY rs.ruleset_id ORDER BY Nb_Règles_Champ DESC LIMIT 1;"
"18","Pour chaque ville, quel est le champ SAFIR le plus fréquemment extrait ?","SELECT city_name AS 'Ville', safir_field_id AS 'Champ_SAFIR_Fréquent' FROM ( SELECT d.city_name, er.safir_field_id, COUNT(*) AS cnt, ROW_NUMBER() OVER (PARTITION BY d.city_name ORDER BY COUNT(*) DESC) AS rn FROM documents d JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.city_name, er.safir_field_id ) WHERE rn = 1;"
"19","Combien de documents par format contiennent au moins un avertissement dans les résultats d'extraction ?","SELECT d.format AS 'Format', COUNT(DISTINCT d.document_id) AS 'Nb_Documents_Avertissement' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE er.message_warning IS NOT NULL AND er.message_warning <> '' GROUP BY d.format;"
"20","Liste des runs d'extraction démarrés après le 1er janvier 2023 pour des documents de plus de 100 pages.","SELECT r.run_id AS 'Run_ID', r.start_time AS 'Début_Run', d.document_id AS 'Doc_ID' FROM extraction_runs r JOIN documents d ON r.document_id = d.document_id WHERE r.start_time > '2023-01-01' AND d.nb_pages > 100;"
"3","Quelle est la moyenne du nombre de pages par ville pour les documents en état SUCCESS ?","SELECT d.city_name AS 'Ville', AVG(d.nb_pages) AS 'Moyenne_Pages' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.city_name ORDER BY Moyenne_Pages DESC;"
"4","Liste des documents dont au moins un résultat d'extraction a généré une erreur.","SELECT DISTINCT d.document_id AS 'ID_Document', d.link_bucketS3 AS 'Lien_S3' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN states s ON er.state_id = s.state_id WHERE s.code = 'ERROR';"
"5","Quels sont les 5 champs SAFIR avec la plus grande somme de valeurs extraites (état SUCCESS) ?","SELECT er.safir_field_id AS 'Champ_SAFIR', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeurs' FROM extraction_results er JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY er.safir_field_id ORDER BY Somme_Valeurs DESC LIMIT 5;"
"6","Combien d'exécutions d'extraction sont présentes pour chaque état du processus ?","SELECT s.code AS 'Etat_Exécution', COUNT(r.run_id) AS 'Nb_Exécutions' FROM extraction_runs r JOIN states s ON r.state_id = s.state_id GROUP BY s.code;"
"7","Quels documents n'ont aucun résultat d'extraction associé ?","SELECT d.document_id AS 'ID_Document', d.city_name AS 'Ville' FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id WHERE er.result_id IS NULL;"
"9","Quel est le ratio d'extractions réussies sur le total des extractions par document ?","SELECT d.document_id AS 'ID_Document', SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) * 1.0 / COUNT(er.result_id) AS 'Ratio_Success' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN states s ON er.state_id = s.state_id GROUP BY d.document_id HAVING COUNT(er.result_id) > 0;"
"11","Combien de règles de validation existent par jeu de règles ?","SELECT rs.ruleset_id AS 'Jeu_Règles', COUNT(vr.validation_rule_id) AS 'Nb_Règles_Validation' FROM validation_rules vr JOIN rulesets rs ON vr.ruleset_id = rs.ruleset_id GROUP BY rs.ruleset_id;"
"12","Liste des documents M57_CA au format PDF contenant au moins un avertissement d'extraction.","SELECT DISTINCT d.document_id AS 'ID_Document', d.link_bucketS3 AS 'Lien_S3' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id WHERE d.mask = 'M57_CA' AND d.format = 'pdf' AND er.message_warning IS NOT NULL;"
"13","Somme des valeurs extraites par type de budget pour l'année 2022 (état SUCCESS).","SELECT d.budget_type AS 'Type_Budget', SUM(CAST(er.value AS REAL)) AS 'Somme_Valeurs' FROM extraction_results er JOIN documents d ON er.document_id = d.document_id JOIN states s ON er.state_id = s.state_id WHERE d.document_year = '2022' AND s.code = 'SUCCESS' GROUP BY d.budget_type;"
"14","Nombre de champs SAFIR différents extraits pour chaque document.","SELECT d.document_id AS 'ID_Document', COUNT(DISTINCT er.safir_field_id) AS 'Nb_Champs_Différents' FROM documents d JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.document_id;"
"17","Nombre de documents par code d'état du document.","SELECT s.code AS 'Code_Etat', COUNT(d.document_id) AS 'Nb_Documents' FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY s.code;"
"18","Champs SAFIR définis dans les règles mais jamais extraits.","SELECT fr.safir_field_id AS 'Champ_SAFIR' FROM field_rules fr LEFT JOIN extraction_results er ON fr.safir_field_id = er.safir_field_id WHERE er.result_id IS NULL;"
"20","Répartition des résultats d'extraction selon l'état","SELECT s.code AS 'Etat_Résultat', COUNT(er.result_id) AS 'Nb_Résultats' FROM extraction_results er JOIN states s ON er.state_id = s.state_id GROUP BY s.code;"
"2","Combien de résultats d'extraction existent par état du résultat ?","SELECT er.state_id AS ""ID_État"", s.code AS ""Code_État"", COUNT(*) AS ""Nombre_Résultats"" FROM extraction_results er JOIN states s ON er.state_id = s.state_id GROUP BY er.state_id, s.code;"
"3","Quelles sont les villes dont les extractions sont encore en cours de traitement ?","SELECT d.document_id AS ""ID_Document"", d.city_name AS ""Ville"", er.run_id AS ""ID_Run"", s.code AS ""État_Run"" FROM documents d JOIN extraction_runs er ON d.document_id = er.document_id JOIN states s ON er.state_id = s.state_id WHERE s.code = 'PROCESSING';"
"4","Quel est le fichier de configuration JSON du dernier run d'extraction pour chaque document ?","SELECT d.document_id AS ""ID_Document"", er.run_id AS ""ID_Run"", er.config AS ""Configuration_JSON"" FROM documents d JOIN extraction_runs er ON d.document_id = er.document_id WHERE er.start_time = (SELECT MAX(start_time) FROM extraction_runs WHERE document_id = d.document_id);"
"5","Quels champs SAFIR ont généré des messages d'erreur et combien d'erreurs par champ ?","SELECT safir_field_id AS ""Champ_SAFIR"", COUNT(message_error) AS ""Nombre_Erreurs"" FROM extraction_results WHERE message_error IS NOT NULL GROUP BY safir_field_id HAVING COUNT(message_error) > 0;"
"8","Quelles règles de validation de niveau ECHEC s'appliquent au masque M57_CA ?","SELECT validation_rule_id AS ""ID_Règle"", message_if_problem AS ""Message_Problème"" FROM validation_rules WHERE mask = 'M57_CA' AND level_of_problem = 'ECHEC';"
"9","Quelles sont les villes dont le document n'a aucun résultat d'extraction ?","SELECT d.document_id AS ""ID_Document"", d.city_name AS ""Ville"" FROM documents d LEFT JOIN extraction_results er ON d.document_id = er.document_id WHERE er.result_id IS NULL;"
"10","Combien de documents sont associés à chaque code d'état ?","SELECT s.code AS ""Code_État"", COUNT(d.document_id) AS ""Nombre_Documents"" FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY s.code;"
"12","Combien de règles de champ sont définies dans chaque ensemble de règles ?","SELECT rs.ruleset_id AS ""ID_Ruleset"", rs.description AS ""Description"", COUNT(fr.extraction_rule_id) AS ""Nombre_Règles_Champ"" FROM rulesets rs LEFT JOIN field_rules fr ON rs.ruleset_id = fr.ruleset_id GROUP BY rs.ruleset_id, rs.description;"
"13","Quelles sont les villes dont le document a un avertissement et un état SUCCESS ?","SELECT d.document_id AS ""ID_Document"", d.city_name AS ""Ville"", d.warning_message AS ""Avertissement"" FROM documents d JOIN states s ON d.state_id = s.state_id WHERE d.warning_message IS NOT NULL AND d.warning_message <> '' AND s.code = 'SUCCESS';"
"15","Quels résultats d'extraction, avec leurs valeurs originales et, le cas échéant, les valeurs corrigées, sont disponibles ?","SELECT d.document_id AS ""ID_Document"", er.safir_field_id AS ""Champ_SAFIR"", er.value AS ""Valeur_Originale"", rf.corrected_value AS ""Valeur_Corrigée"" FROM extraction_results er JOIN documents d ON er.document_id = d.document_id LEFT JOIN resultfeedbacks rf ON rf.result_id = er.result_id;"
"17","Combien de champs SAFIR distincts ont été extraits pour chaque document ?","SELECT d.document_id AS ""ID_Document"", d.city_name AS ""Ville"", COUNT(DISTINCT er.safir_field_id) AS ""Nombre_Champs_Distincts"" FROM documents d JOIN extraction_results er ON d.document_id = er.document_id GROUP BY d.document_id, d.city_name;"
"18","Quelles sont les villes dont les résultats d'extraction sont en état ERROR, avec les messages d'erreur ?","SELECT d.document_id AS ""ID_Document"", d.city_name AS ""Ville"", er.result_id AS ""ID_Résultat"", er.message_error AS ""Message_Erreur"" FROM documents d JOIN extraction_results er ON d.document_id = er.document_id JOIN states s ON er.state_id = s.state_id WHERE s.code = 'ERROR' AND er.message_error IS NOT NULL;"
"19","Quelle est la moyenne de pages par format de document ?","SELECT format AS ""Format"", AVG(nb_pages) AS ""Pages_Moyennes"" FROM documents WHERE nb_pages IS NOT NULL AND nb_pages > 0 GROUP BY format;"
"20","Quelles règles de champ n'ont aucune règle de validation associée ?","SELECT fr.extraction_rule_id AS ""ID_Règle_Champ"", fr.safir_field_id AS ""Champ_SAFIR"" FROM field_rules fr WHERE NOT EXISTS (SELECT 1 FROM validation_rules vr WHERE json_valid(vr.safir_field_id_list) AND EXISTS (SELECT 1 FROM json_each(vr.safir_field_id_list) je WHERE je.value = fr.safir_field_id));"
"1","Quel est le nombre de documents par état et type de budget ?","SELECT d.state_id AS 'Identifiant_État', s.code AS 'Code_État', d.budget_type AS 'Type_Budget', COUNT(*) AS 'Nb_Documents' FROM documents d JOIN states s ON d.state_id = s.state_id GROUP BY d.state_id, d.budget_type;"
"2","Quelle est la moyenne du nombre de pages des documents réussis par ville ?","SELECT d.city_name AS 'Ville', AVG(d.nb_pages) AS 'Moyenne_Pages' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.city_name;"
"3","Quels sont les 5 champs SAFIR avec la plus grande somme de valeurs extraites ?","SELECT res.safir_field_id AS 'Champ_SAFIR', SUM(CAST(res.value AS FLOAT)) AS 'Somme_Valeur' FROM extraction_results res GROUP BY res.safir_field_id ORDER BY Somme_Valeur DESC LIMIT 5;"
"4","Quelles sont les années et masques des documents dont l'extraction a échoué ?","SELECT d.document_year AS 'Année', d.mask AS 'Masque', d.document_id AS 'Identifiant_Doc' FROM documents d JOIN extraction_runs er ON d.document_id = er.document_id JOIN states s ON er.state_id = s.state_id WHERE s.code = 'ERROR';"
"5","Quel est le ratio d'extractions réussies sur le total d'extractions par masque ?","SELECT d.mask AS 'Masque', ROUND( SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) * 1.0 / COUNT(*), 2) AS 'Ratio_Succès' FROM extraction_runs er JOIN documents d ON er.document_id = d.document_id JOIN states s ON er.state_id = s.state_id GROUP BY d.mask;"
"7","Combien de résultats d'extraction sont associés à chaque jeu de règles ?","SELECT rs.description AS 'Jeu_Règles', COUNT(res.result_id) AS 'Nb_Résultats' FROM field_rules fr JOIN extraction_results res ON fr.safir_field_id = res.safir_field_id JOIN rulesets rs ON fr.ruleset_id = rs.ruleset_id GROUP BY rs.ruleset_id;"
"9","Quels documents n'ont reçu aucun retour utilisateur sur leurs résultats d'extraction ?","SELECT d.document_id AS 'Identifiant_Doc' FROM documents d WHERE NOT EXISTS ( SELECT 1 FROM extraction_results res JOIN resultfeedbacks rf ON res.result_id = rf.result_id WHERE res.document_id = d.document_id );"
"11","Quel est le nombre total de pages traitées chaque année pour les documents réussis ?","SELECT d.document_year AS 'Année', SUM(d.nb_pages) AS 'Total_Pages' FROM documents d JOIN states s ON d.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.document_year;"
"12","Quelles règles de validation concernent plus de trois champs SAFIR distincts ?","SELECT vr.validation_rule_id AS ID_Règle, vr.message_if_problem AS Message FROM validation_rules vr WHERE ( (LENGTH(vr.safir_field_id_list) - LENGTH(REPLACE(vr.safir_field_id_list, ',', '')) ) + 1 ) > 3;"
"13","Quel est le message d'erreur le plus fréquent parmi les résultats en échec ?","SELECT res.message_error AS 'Message_Erreur', COUNT(*) AS 'Occurrences' FROM extraction_results res JOIN states s ON res.state_id = s.state_id WHERE s.code = 'ERROR' GROUP BY res.message_error ORDER BY Occurrences DESC LIMIT 1;"
"15","Quel est le taux de succès global des runs ?","SELECT ROUND( SUM(CASE WHEN s.code = 'SUCCESS' THEN 1 ELSE 0 END) * 1.0 / COUNT(*), 4) AS Taux_Succès_Global FROM extraction_runs er JOIN states s ON er.state_id = s.state_id;"
"16","Quel est le total des valeurs extraites par ville et type de budget pour les résultats réussis ?","SELECT d.city_name AS 'Ville', d.budget_type AS 'Type_Budget', SUM(CAST(res.value AS FLOAT)) AS 'Total_Valeur' FROM extraction_results res JOIN documents d ON res.document_id = d.document_id JOIN states s ON res.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY d.city_name, d.budget_type;"
"17","Quels champs SAFIR n'ont jamais produit de résultat d'extraction ?","SELECT fr.safir_field_id AS 'Champ_SAFIR_Inexistant' FROM field_rules fr LEFT JOIN extraction_results res ON fr.safir_field_id = res.safir_field_id WHERE res.safir_field_id IS NULL;"
"18","Quel est le nombre moyen de retours par document pour les résultats réussis ?","SELECT ROUND(AVG(feedbacks_par_doc), 2) AS 'Moyenne_Retours_Par_Doc' FROM ( SELECT d.document_id, COUNT(rf.feedback_id) AS feedbacks_par_doc FROM documents d JOIN extraction_results res ON d.document_id = res.document_id JOIN states s ON res.state_id = s.state_id LEFT JOIN resultfeedbacks rf ON res.result_id = rf.result_id WHERE s.code = 'SUCCESS' GROUP BY d.document_id );"
"19","Combien de documents par masque contiennent au moins un résultat avec un avertissement ?","SELECT d.mask AS 'Masque', COUNT(DISTINCT d.document_id) AS 'Nb_Documents_Avertissement' FROM extraction_results res JOIN documents d ON res.document_id = d.document_id WHERE res.message_warning IS NOT NULL GROUP BY d.mask;"
"1","Quel est le nombre de documents par type de budget et par année, avec le libellé de l'état ?","SELECT d.document_year AS 'Année', d.budget_type AS 'Type_Budget', s.code AS 'État', COUNT(d.document_id) AS 'Nb_Documents' FROM documents d LEFT JOIN states s ON d.state_id = s.state_id GROUP BY d.document_year, d.budget_type, s.code ORDER BY d.document_year, d.budget_type;"
"2","Quelle est la valeur moyenne extraite pour chaque identifiant fonctionnel (SAFIR) sur les extractions réussies ?","SELECT er.safir_field_id AS Identifiant_SAFIR, AVG(CAST(er.value AS REAL)) AS Valeur_Moyenne FROM extraction_results er JOIN states s ON er.state_id = s.state_id WHERE s.code = 'SUCCESS' GROUP BY er.safir_field_id ORDER BY Valeur_Moyenne DESC;"
